nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours
Bryant,Beth,46.0,158.7,58.1,F,oui,aucun,Occitanie,non,oui,1987.0,marié,4.0,0.74,561.8,769.72,9752.966993471437,396.0
Romero,Alan,75.0,175.8,63.7,F,non,aucun,Corse,non,oui,2303.0,marié,2.0,0.99,840.0,5000.0,500.0,1106.0
Brown,Seth,56.0,170.0,89.7,H,non,bac,Hauts-de-France,oui,oui,3094.0,marié,3.0,0.62,600.6,5000.0,8383.621860945776,1539.0
Holloway,Mark,35.0,160.7,58.7,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2366.0,marié,2.0,0.66,629.2,910.44,1047.2391432950562,1630.0
Brock,Jill,59.0,155.1,65.4,H,non,bac+2,Corse,oui,oui,3911.0,marié,3.0,0.64,774.0,10000.0,9392.85842407462,1551.0
Warner,Gary,51.0,157.7,67.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,4936.0,divorcé,0.0,0.42,590.2,547.18,23535.516138990555,1418.0
Adams,Justin,58.0,169.5,50.7,H,oui,bac+2,Normandie,oui,oui,3083.0,veuf,3.0,0.35,485.2,804.93,12871.894806110662,1650.0
Mclean,Jessica,71.0,150.0,99.2,F,oui,aucun,Bretagne,oui,oui,1915.0,divorcé,2.0,0.99,573.2,10000.0,500.0,779.0
Phillips,Kevin,63.0,188.9,81.3,F,oui,master,Bretagne,oui,non,905.0,divorcé,3.0,0.01,380.0,357.57,500.0,829.0
Mckenzie,Barbara,73.0,175.8,77.6,F,non,aucun,Hauts-de-France,oui,oui,3139.0,marié,0.0,0.49,529.2,5000.0,500.0,655.0
Williams,Brooke,67.0,176.3,86.4,H,oui,bac,Normandie,non,oui,4524.0,marié,3.0,0.44,503.8,5000.0,25806.967576877047,1893.0
Williams,Sarah,43.0,174.0,44.9,F,oui,bac+2,Corse,non,oui,2280.0,divorcé,5.0,0.42,420.0,5000.0,6116.718651365357,1800.0
Moore,Carl,35.0,161.8,72.1,F,non,doctorat,Île-de-France,oui,non,1147.0,marié,5.0,0.4,537.0,1077.16,500.0,582.0
Reynolds,David,75.0,163.7,53.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,4014.0,divorcé,1.0,0.59,741.0,5152.5419999999995,39913.545442220304,1436.0
Taylor,Eric,40.0,155.2,67.2,F,oui,bac,Bretagne,non,non,610.0,célibataire,3.0,0.65,622.0,5000.0,500.0,312.0
Anderson,Stacy,45.0,150.0,78.3,F,oui,master,Occitanie,non,oui,3384.0,marié,3.0,0.09,559.0,5269.638000000001,28058.594147005235,395.0
Gray,Thomas,32.0,171.6,77.2,H,oui,master,Corse,oui,oui,3858.0,marié,4.0,0.42,485.0,5000.0,20571.34680142511,2216.0
Rodriguez,Brian,27.0,168.5,82.0,F,non,master,Île-de-France,non,oui,2990.0,divorcé,2.0,0.76,704.4,5000.0,24208.8059195524,1059.0
Huang,Mark,36.0,167.2,85.3,F,oui,bac+2,Normandie,oui,oui,2606.0,veuf,2.0,0.14,498.4,752.17,14425.057035029473,811.0
Malone,Christopher,60.0,162.1,62.4,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,5333.0,marié,5.0,0.91,396.0,10000.0,28522.464786195706,1222.0
Case,David,21.0,148.9,68.0,F,non,doctorat,Hauts-de-France,oui,non,1680.0,célibataire,0.0,0.36,565.8,311.76,500.0,1651.0
Richards,Denise,33.0,156.7,79.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4243.0,veuf,3.0,0.84,502.6,5000.0,30224.062768133983,771.0
Gutierrez,Ronald,52.0,160.3,77.5,F,non,bac+2,Occitanie,oui,non,3851.0,marié,2.0,0.06,441.4,966.11,500.0,419.0
Jones,Kellie,36.0,170.4,53.3,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,4085.0,veuf,2.0,0.38,617.2,5000.0,500.0,524.0
Oconnor,William,62.0,159.4,59.2,H,non,aucun,Hauts-de-France,oui,oui,861.0,veuf,2.0,0.08,708.0,4310.844,500.0,667.0
Flores,Stephen,47.0,176.6,38.0,H,non,bac,Occitanie,non,oui,3927.0,veuf,3.0,0.07,331.0,213.38,13271.743468011471,1235.0
Young,Edward,39.0,170.2,82.7,H,non,aucun,Hauts-de-France,non,non,3379.0,divorcé,2.0,0.82,430.0,10000.0,500.0,1188.0
Baker,Rachel,67.0,180.2,61.0,H,non,bac+2,Bretagne,non,non,2003.0,veuf,5.0,0.04,571.0,5000.0,500.0,1121.0
Cervantes,Carrie,68.0,175.7,94.6,H,non,bac+2,Normandie,non,oui,4287.0,célibataire,1.0,0.51,629.4,883.08,24328.177971816207,2152.0
Bullock,Shane,44.0,171.9,72.2,H,oui,doctorat,Corse,non,non,1704.0,marié,2.0,0.87,746.0,10000.0,4204.359083657697,851.0
Lozano,Jared,23.0,172.8,57.8,H,oui,bac+2,Normandie,oui,non,752.0,marié,2.0,0.82,718.0,575.95,500.0,1454.0
Wilcox,Michele,39.0,179.6,89.1,H,non,aucun,Occitanie,oui,oui,3885.0,marié,3.0,0.68,531.2,6160.452,628.2200904701506,1270.0
Phillips,Shaun,66.0,166.6,89.1,F,non,master,Île-de-France,non,non,1407.0,marié,3.0,0.59,719.0,5000.0,500.0,729.0
Jones,Amy,24.0,177.9,62.2,F,oui,doctorat,Occitanie,non,oui,1598.0,marié,3.0,0.16,394.0,10000.0,26156.446993143683,724.0
Garcia,Sheryl,70.0,165.2,86.4,H,oui,bac,Hauts-de-France,oui,oui,2589.0,marié,5.0,0.73,494.0,720.94,12650.021569840836,958.0
Ferrell,Holly,57.0,170.1,64.9,F,oui,bac,Île-de-France,oui,non,4410.0,célibataire,2.0,0.4,522.8,7197.214,500.0,1092.0
Raymond,Susan,44.0,171.2,88.2,H,non,doctorat,Île-de-France,oui,non,2525.0,marié,4.0,0.05,513.0,10000.0,500.0,1318.0
Blackburn,Brandon,70.0,168.3,78.3,H,oui,bac,Bretagne,oui,non,2224.0,veuf,3.0,0.04,546.6,5000.0,500.0,1978.0
Hopkins,Emily,46.0,155.4,76.0,F,non,bac+2,Normandie,oui,non,2783.0,divorcé,3.0,0.17,479.4,839.65,500.0,1362.0
Chapman,Dawn,40.0,167.4,72.3,F,non,aucun,Normandie,oui,non,2886.0,divorcé,0.0,0.3,656.0,10000.0,500.0,1493.0
Davis,Allison,65.0,149.4,80.6,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1996.0,célibataire,2.0,0.57,554.4,10000.0,500.0,1947.0
Cordova,Arthur,19.0,163.9,54.3,H,non,master,Bretagne,oui,non,3382.0,marié,2.0,0.41,631.0,3498.2580000000003,500.0,1645.0
Luna,Jeffery,39.0,143.8,58.7,F,non,bac,Corse,non,non,2372.0,divorcé,4.0,0.89,604.0,10000.0,500.0,729.0
Hernandez,Keith,72.0,173.9,64.0,F,non,bac,Occitanie,oui,oui,2566.0,marié,2.0,0.71,541.8,417.85,751.5225589552721,1808.0
Daniels,Willie,44.0,178.7,80.5,F,oui,master,Île-de-France,oui,non,2831.0,marié,3.0,0.87,614.8,10000.0,2980.435037341024,643.0
Lewis,Cynthia,45.0,166.8,89.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,500.0,veuf,5.0,0.4,734.0,4211.8099999999995,14883.469385906668,465.0
Howard,Amber,30.0,170.5,61.1,H,oui,bac,Occitanie,non,non,1998.0,marié,3.0,0.07,726.0,2501.936,500.0,648.0
Nelson,Taylor,22.0,168.9,79.7,H,oui,bac,Normandie,oui,non,1886.0,célibataire,4.0,0.01,492.8,4298.846,500.0,2029.0
Underwood,Martin,48.0,173.0,77.8,F,non,bac+2,Corse,non,oui,2298.0,veuf,2.0,0.34,605.4,5000.0,500.0,1449.0
Atkinson,Chad,52.0,177.0,66.5,F,oui,bac,Hauts-de-France,oui,oui,3856.0,marié,5.0,0.65,544.4,887.52,500.0,1472.0
Rodriguez,Samantha,27.0,153.4,78.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1023.0,divorcé,2.0,0.74,340.0,5000.0,6844.2030007598,1482.0
Rodriguez,Paul,52.0,164.6,48.4,F,oui,doctorat,Hauts-de-France,oui,non,1232.0,marié,2.0,0.23,730.0,4128.1,500.0,1404.0
Miller,Crystal,37.0,162.7,86.6,H,non,aucun,Île-de-France,oui,oui,2227.0,divorcé,3.0,0.28,501.2,1073.07,6418.077253289613,1347.0
Clark,Richard,48.0,185.5,65.1,H,oui,master,Auvergne-Rhône-Alpes,non,oui,3242.0,veuf,2.0,0.24,395.0,5000.0,24163.295667034683,2168.0
Pierce,Jeffrey,30.0,165.5,82.4,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,4269.0,divorcé,2.0,0.38,693.0,10000.0,6431.08556172142,1570.0
Johnson,Ashley,33.0,183.3,79.7,F,oui,doctorat,Corse,non,oui,500.0,divorcé,2.0,0.7,573.8,7152.972,13883.341440009974,540.0
Campbell,Jessica,42.0,165.8,60.5,F,non,bac,Occitanie,oui,non,2450.0,marié,0.0,0.65,552.8,862.0,500.0,1565.0
Henry,Erika,24.0,166.3,56.3,H,oui,bac,Occitanie,non,non,500.0,veuf,2.0,0.86,532.6,5000.0,500.0,2135.0
Summers,Linda,39.0,180.6,74.3,F,non,doctorat,Bretagne,non,oui,2396.0,marié,3.0,0.27,376.0,10000.0,13127.421042938377,1045.0
Mccarthy,Erin,69.0,167.9,81.3,H,non,aucun,Île-de-France,non,non,1230.0,veuf,2.0,0.11,448.0,10000.0,500.0,1628.0
Torres,Paige,60.0,168.8,38.8,H,oui,master,Hauts-de-France,non,non,2652.0,marié,1.0,0.65,505.0,10000.0,9043.02763261039,1111.0
Mckinney,Kristin,26.0,175.7,74.1,H,non,master,Normandie,oui,non,4764.0,célibataire,3.0,0.22,601.2,861.76,500.0,1647.0
Cooke,Lindsey,52.0,172.0,82.3,H,non,aucun,Corse,non,oui,2310.0,veuf,5.0,0.14,464.0,515.9,500.0,594.0
Warner,Kimberly,32.0,158.5,92.9,F,non,bac+2,Hauts-de-France,non,non,997.0,veuf,3.0,0.49,566.2,751.45,500.0,516.0
Wells,Peter,73.0,186.5,83.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2760.0,célibataire,2.0,0.31,596.4,588.41,3362.7799920291613,501.0
Byrd,Justin,73.0,174.4,78.5,F,oui,doctorat,Normandie,non,non,4293.0,célibataire,2.0,0.77,493.0,4302.814,7105.404897094139,1046.0
Chan,John,63.0,163.9,94.6,F,non,aucun,Bretagne,non,non,945.0,marié,3.0,0.35,695.0,10000.0,500.0,659.0
Curtis,Timothy,73.0,171.8,73.3,F,oui,doctorat,Occitanie,oui,oui,2276.0,marié,0.0,0.7,462.2,10000.0,15327.950819184982,715.0
Reynolds,Thomas,53.0,161.8,66.4,H,non,bac+2,Île-de-France,non,non,2021.0,célibataire,5.0,0.63,573.0,5000.0,500.0,1069.0
Woodward,Donald,37.0,186.4,85.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2435.0,célibataire,2.0,0.85,598.6,5000.0,12692.142607254957,850.0
Patterson,Alexandra,74.0,170.5,71.4,F,non,doctorat,Hauts-de-France,oui,non,812.0,marié,2.0,0.89,493.0,5000.0,500.0,312.0
Harper,Hunter,75.0,145.1,71.2,F,oui,bac+2,Occitanie,non,oui,3488.0,marié,5.0,0.9,335.0,5000.0,7055.358296740573,2216.0
Davis,Ryan,62.0,160.6,80.2,H,oui,master,Occitanie,non,oui,2107.0,marié,0.0,0.18,822.0,2801.2619999999997,20461.55691346622,567.0
Lopez,Kurt,33.0,165.7,58.0,F,non,bac,Île-de-France,oui,oui,4061.0,divorcé,2.0,0.07,607.0,7094.938,12411.550103477091,846.0
Douglas,Laurie,74.0,168.2,55.1,H,oui,bac,Corse,non,oui,2176.0,veuf,3.0,0.02,797.0,5104.802000000001,11886.034687669311,903.0
Johnson,Jeffrey,44.0,163.7,52.8,H,oui,bac,Occitanie,oui,oui,1609.0,marié,3.0,0.63,634.2,702.77,3113.2260002345015,773.0
Giles,William,40.0,170.0,40.8,H,oui,doctorat,Bretagne,oui,oui,768.0,célibataire,1.0,0.67,654.4,10000.0,13796.99078399514,606.0
Hood,Michelle,38.0,169.8,90.8,H,non,bac,Normandie,oui,non,1526.0,divorcé,3.0,0.18,488.8,10000.0,500.0,2242.0
Harding,Jeffery,23.0,159.7,61.5,H,non,bac,Normandie,non,non,861.0,marié,3.0,0.53,620.0,5098.218,500.0,1797.0
Booker,Jeremy,51.0,171.4,77.1,H,non,bac+2,Hauts-de-France,oui,non,3634.0,veuf,3.0,0.19,668.0,5000.0,500.0,2251.0
Blackburn,Dana,25.0,171.5,66.8,F,oui,master,Corse,non,non,1558.0,veuf,2.0,0.6,312.0,5000.0,500.0,2069.0
Reyes,Kaitlyn,60.0,179.0,81.5,F,oui,bac+2,Corse,non,non,2552.0,veuf,3.0,0.74,604.0,10000.0,500.0,1830.0
Duke,Tony,48.0,165.6,66.4,H,non,master,Hauts-de-France,oui,oui,1365.0,divorcé,0.0,0.73,666.6,5000.0,8077.533407836259,2186.0
Sanford,Jeffery,65.0,165.3,81.6,F,non,doctorat,Occitanie,non,non,1187.0,divorcé,2.0,0.19,658.0,673.78,500.0,2022.0
Black,Linda,73.0,182.2,101.8,H,non,doctorat,Hauts-de-France,oui,oui,500.0,marié,1.0,0.59,714.2,5000.0,2780.12858543136,1355.0
Burns,Kayla,71.0,177.3,58.9,F,non,aucun,Bretagne,oui,oui,1210.0,célibataire,5.0,0.3,439.0,10000.0,500.0,477.0
Wells,Morgan,51.0,170.0,77.3,H,oui,master,Hauts-de-France,non,oui,3123.0,veuf,3.0,0.0,593.0,10000.0,22525.194992131503,2025.0
Malone,Nathan,25.0,166.7,60.9,H,non,bac+2,Normandie,oui,non,2442.0,veuf,2.0,0.27,474.2,5191.37,500.0,801.0
Larson,Theresa,22.0,169.2,72.9,H,oui,doctorat,Bretagne,oui,oui,1495.0,divorcé,4.0,0.54,651.6,345.2,23240.89301136872,353.0
Howard,Stacey,62.0,172.8,60.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,1093.0,divorcé,3.0,0.08,538.0,4145.904,500.0,881.0
Stout,Joanne,67.0,158.3,68.5,H,non,bac+2,Bretagne,non,oui,2827.0,marié,5.0,0.33,687.6,5000.0,22063.426828025615,1219.0
Reilly,Raymond,65.0,187.5,76.4,H,oui,aucun,Occitanie,oui,oui,500.0,veuf,2.0,0.5,626.6,5230.416,500.0,1621.0
Garcia,Jill,28.0,173.2,75.2,H,non,bac+2,Île-de-France,non,oui,2524.0,célibataire,2.0,0.17,726.4,10000.0,27560.949684141975,910.0
Lee,Sherry,39.0,171.0,68.2,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2854.0,marié,3.0,0.49,646.8,10000.0,21857.780101679306,2051.0
Wright,Travis,44.0,170.0,69.3,F,non,aucun,Corse,oui,non,2027.0,célibataire,3.0,0.07,458.0,5000.0,500.0,1220.0
Sharp,Joseph,66.0,191.5,70.9,F,oui,bac+2,Normandie,non,non,1913.0,marié,2.0,0.52,341.0,779.32,500.0,730.0
Stout,Dustin,63.0,170.2,57.8,F,oui,aucun,Corse,oui,oui,3006.0,célibataire,2.0,0.85,476.6,7070.164,500.0,1857.0
West,Megan,68.0,165.6,75.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2457.0,célibataire,1.0,0.37,607.8,3584.406,27727.819169292303,1291.0
James,Lori,42.0,158.6,72.3,H,non,master,Bretagne,non,oui,3068.0,marié,3.0,0.02,315.0,5000.0,30770.159247234395,583.0
Kelly,Shawn,26.0,170.0,62.9,H,non,master,Auvergne-Rhône-Alpes,non,non,3589.0,divorcé,1.0,0.72,501.8,5000.0,500.0,906.0
Murphy,Brooke,46.0,163.8,65.0,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,3775.0,célibataire,3.0,0.46,440.0,5000.0,500.0,911.0
Holmes,Steven,52.0,149.4,59.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2398.0,veuf,0.0,0.03,552.0,10000.0,3446.33427932193,385.0
Callahan,Miranda,62.0,153.9,82.2,H,oui,doctorat,Hauts-de-France,non,non,3716.0,veuf,3.0,1.0,565.4,5000.0,11957.34150924796,510.0
Young,Kevin,43.0,174.6,64.9,H,non,bac+2,Occitanie,non,oui,2762.0,marié,3.0,0.11,600.8,5000.0,24029.013729101865,1270.0
Lloyd,Kyle,68.0,159.7,65.6,F,oui,doctorat,Bretagne,non,non,2388.0,divorcé,3.0,0.69,562.6,1210.5,11082.646478535768,1463.0
Strickland,Christopher,53.0,184.1,57.1,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2000.0,divorcé,3.0,0.62,650.2,10000.0,3053.1265683745355,1852.0
Buckley,Charles,44.0,163.2,83.3,H,non,aucun,Île-de-France,oui,oui,2114.0,marié,3.0,0.36,440.0,5000.0,2364.1417977444735,1986.0
Yoder,Mary,50.0,171.6,56.6,F,oui,master,Occitanie,non,non,2736.0,marié,2.0,0.64,794.0,10000.0,7692.337883741209,1462.0
Foley,David,39.0,155.8,85.1,F,oui,doctorat,Corse,non,oui,2453.0,veuf,2.0,0.75,484.6,220.66,17514.979035417404,1787.0
Castillo,Bobby,39.0,165.1,97.9,F,non,bac,Île-de-France,non,oui,2408.0,divorcé,1.0,0.8,564.6,5000.0,9710.490252617012,313.0
Rodriguez,Robert,18.0,172.4,53.2,F,oui,master,Occitanie,non,oui,2451.0,veuf,2.0,0.93,626.0,412.2,24421.987827939774,1443.0
Kim,Nancy,69.0,166.1,68.6,H,non,bac,Occitanie,non,oui,1906.0,marié,3.0,0.23,628.2,927.89,7029.283350066188,1277.0
Elliott,Patrick,33.0,181.8,65.2,F,oui,aucun,Île-de-France,non,oui,4255.0,marié,1.0,0.58,690.6,1127.15,25105.23342126225,1042.0
Lopez,Kevin,27.0,177.6,73.5,F,non,bac+2,Occitanie,oui,oui,2453.0,divorcé,2.0,0.01,435.0,5000.0,949.6244862874393,1964.0
Gay,Ashley,18.0,173.7,86.7,F,non,aucun,Corse,non,oui,500.0,divorcé,1.0,0.71,508.0,5081.030000000001,500.0,1241.0
Howard,Brianna,20.0,164.8,59.9,F,oui,doctorat,Corse,oui,oui,3338.0,célibataire,3.0,0.5,685.0,5000.0,11410.945193632462,814.0
Hill,Michele,33.0,150.1,43.9,F,oui,doctorat,Bretagne,oui,oui,3358.0,veuf,0.0,0.87,633.4,10000.0,27813.46839338733,1828.0
Washington,Susan,70.0,167.3,71.1,H,non,doctorat,Île-de-France,oui,non,2142.0,divorcé,4.0,0.33,428.0,5000.0,500.0,340.0
Montoya,Beth,37.0,172.1,45.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2535.0,célibataire,2.0,0.96,549.2,4225.166,500.0,1166.0
Shields,Megan,69.0,164.6,94.6,F,non,bac,Bretagne,oui,oui,1604.0,veuf,2.0,0.21,635.8,10000.0,500.0,1036.0
Johnson,Stacie,33.0,185.8,83.8,F,oui,bac,Occitanie,non,non,4341.0,divorcé,2.0,0.85,595.2,5000.0,500.0,856.0
Johnson,Ann,38.0,156.1,75.4,F,non,doctorat,Hauts-de-France,non,oui,2956.0,divorcé,4.0,0.33,474.0,794.23,17529.684673799366,870.0
Clark,Kimberly,42.0,165.7,67.2,F,non,bac,Normandie,oui,oui,1467.0,célibataire,3.0,0.84,514.0,915.69,500.0,725.0
Moore,Seth,26.0,160.7,47.9,F,non,master,Occitanie,oui,oui,2178.0,veuf,1.0,0.21,379.0,901.29,500.0,1029.0
Stein,Bridget,53.0,187.5,77.9,F,oui,doctorat,Normandie,non,non,500.0,marié,3.0,0.62,524.0,7139.83,500.0,2239.0
Moreno,Joseph,47.0,171.9,63.7,H,non,aucun,Normandie,non,oui,2133.0,divorcé,4.0,0.56,450.6,10000.0,500.0,951.0
Meyers,Michael,41.0,197.20000000000005,79.5,F,oui,aucun,Île-de-France,oui,non,1466.0,veuf,1.0,0.26,524.6,10000.0,500.0,1807.0
Brown,Heather,23.0,180.1,68.8,H,non,bac+2,Corse,oui,oui,5251.0,célibataire,3.0,0.42,515.2,3309.9,13538.66377547257,901.0
Jacobs,Kristina,32.0,168.1,87.9,H,oui,bac+2,Île-de-France,oui,oui,1682.0,divorcé,2.0,0.62,699.0,226.8,22724.384898132892,1293.0
Sanchez,Elizabeth,47.0,186.3,56.5,H,oui,bac+2,Hauts-de-France,oui,oui,4657.0,veuf,1.0,0.93,651.8,5000.0,19942.49381667619,2015.0
Nolan,Jerry,49.0,183.3,61.8,H,non,bac+2,Île-de-France,non,oui,3450.0,divorcé,3.0,0.54,310.0,10000.0,17760.58046348658,585.0
Campbell,Rachael,59.0,180.9,73.9,F,non,bac,Île-de-France,non,oui,1453.0,veuf,4.0,0.04,352.0,3416.91,5672.261947754195,444.0
Nichols,Chase,41.0,147.9,102.6,H,non,master,Hauts-de-France,oui,non,3390.0,marié,2.0,0.13,547.0,1029.75,500.0,2170.0
Murray,Stanley,35.0,149.3,80.0,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3673.0,célibataire,3.0,0.78,739.0,10000.0,39450.3847320095,1471.0
Jordan,Jennifer,63.0,171.7,56.8,H,oui,doctorat,Île-de-France,oui,non,2966.0,célibataire,2.0,0.07,563.4,5000.0,11818.08653189142,1747.0
Robinson,Troy,26.0,168.3,66.1,F,non,aucun,Bretagne,oui,oui,2770.0,marié,3.0,0.26,571.0,5000.0,500.0,858.0
Robinson,Kathryn,54.0,178.1,61.0,H,non,bac,Auvergne-Rhône-Alpes,non,non,2681.0,veuf,4.0,0.78,659.2,6000.0,500.0,1273.0
Lewis,Barbara,50.0,164.3,71.5,H,oui,bac,Île-de-France,oui,non,2833.0,marié,3.0,0.84,402.0,10000.0,500.0,737.0
Lee,Jacqueline,52.0,181.7,83.4,F,non,aucun,Corse,oui,oui,651.0,divorcé,1.0,0.48,637.0,8000.0,500.0,852.0
Smith,Cassandra,73.0,181.0,50.4,F,non,master,Normandie,non,non,4890.0,divorcé,4.0,0.98,641.0,5000.0,3955.8629903991095,910.0
Trujillo,James,46.0,191.1,76.9,H,oui,master,Hauts-de-France,non,non,3618.0,célibataire,3.0,0.95,725.0,4448.343999999999,500.0,1594.0
Cook,Martin,46.0,179.1,55.2,H,non,bac+2,Occitanie,oui,non,500.0,veuf,3.0,0.79,702.0,5000.0,500.0,508.0
Erickson,Margaret,66.0,162.7,69.8,F,non,aucun,Occitanie,oui,non,2161.0,marié,4.0,0.75,489.2,654.53,500.0,407.0
Cole,Theresa,42.0,171.3,74.7,F,non,bac+2,Île-de-France,non,oui,500.0,célibataire,1.0,0.49,380.0,638.16,11964.991897069263,784.0
Powell,Emma,52.0,173.4,90.9,F,oui,bac,Auvergne-Rhône-Alpes,non,non,959.0,marié,4.0,0.76,560.0,1218.67,500.0,535.0
Washington,Daniel,64.0,178.7,52.0,F,oui,bac,Corse,non,oui,3834.0,marié,5.0,0.53,592.2,5000.0,13290.73959250566,2048.0
Gutierrez,Nicole,34.0,151.4,66.9,H,non,bac,Occitanie,oui,non,3292.0,célibataire,3.0,0.3,606.4,5000.0,500.0,816.0
Allen,Aaron,53.0,158.0,64.7,H,non,bac,Hauts-de-France,oui,oui,2518.0,marié,4.0,0.6,514.2,5433.0,500.0,367.0
Stewart,Justin,40.0,178.7,84.7,H,non,doctorat,Occitanie,non,non,1316.0,divorcé,2.0,0.05,583.8,6384.682,500.0,773.0
Davidson,Jenna,57.0,167.5,60.8,H,non,doctorat,Île-de-France,non,non,748.0,marié,4.0,0.84,549.4,736.5,3337.2554255629093,1088.0
Green,Kevin,34.0,173.8,98.0,H,oui,master,Île-de-France,non,oui,2346.0,célibataire,2.0,0.09,721.8,8000.0,31292.185009620003,1480.0
Morris,Cheryl,55.0,166.8,85.6,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,2309.0,célibataire,0.0,0.36,463.0,10000.0,500.0,1808.0
Grant,Cassandra,54.0,171.7,48.7,H,non,aucun,Normandie,non,oui,515.0,marié,3.0,0.99,623.8,10000.0,500.0,405.0
Thomas,Sergio,63.0,184.6,67.0,H,oui,bac,Occitanie,oui,oui,3981.0,marié,2.0,0.86,659.4,5230.152,8738.315129378998,2044.0
Graves,Christopher,41.0,169.9,66.3,H,oui,bac,Île-de-France,oui,oui,2936.0,marié,2.0,0.87,659.4,7083.017999999999,16079.833000289953,1777.0
Anderson,James,39.0,152.6,83.9,F,oui,master,Hauts-de-France,non,oui,1760.0,célibataire,4.0,0.24,487.6,5000.0,18904.4147169434,1034.0
Walker,Robert,68.0,163.3,74.1,H,oui,aucun,Normandie,oui,non,2928.0,marié,4.0,0.87,463.0,5114.592,500.0,607.0
Brock,Angela,46.0,168.4,53.3,H,non,master,Bretagne,non,oui,1667.0,veuf,2.0,0.52,628.4,821.52,24121.52808541292,1148.0
Simmons,Jamie,68.0,185.6,76.9,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2886.0,marié,1.0,0.69,492.4,4590.04,500.0,1896.0
Smith,Anne,26.0,179.6,103.2,F,oui,doctorat,Bretagne,oui,non,2502.0,marié,1.0,0.14,677.2,10000.0,500.0,1230.0
Rubio,Melanie,51.0,176.6,67.0,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2825.0,veuf,3.0,0.75,619.6,5262.852,14408.88418842476,1446.0
Ramos,Kaylee,72.0,182.0,54.3,H,non,bac+2,Île-de-France,oui,non,508.0,divorcé,2.0,0.96,333.0,10000.0,500.0,679.0
Olsen,Michael,75.0,182.1,79.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,3869.0,marié,3.0,0.44,527.0,5000.0,500.0,1991.0
Williams,Travis,40.0,169.8,91.9,F,non,aucun,Corse,oui,non,4506.0,célibataire,2.0,0.34,545.8,6118.9619999999995,500.0,1009.0
Costa,Cheryl,72.0,172.7,63.3,F,non,master,Île-de-France,oui,non,1991.0,veuf,3.0,0.77,736.0,10000.0,500.0,2080.0
Hughes,Mary,42.0,162.5,85.5,H,non,master,Provence-Alpes-Côte d’Azur,non,non,2285.0,célibataire,3.0,0.93,567.6,10000.0,500.0,1948.0
Stevens,Rebecca,20.0,185.1,82.1,F,oui,master,Auvergne-Rhône-Alpes,non,non,3405.0,marié,1.0,0.16,622.4,6176.228,11265.456112230762,1648.0
Steele,Julie,19.0,177.1,85.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,686.0,veuf,2.0,0.27,742.0,6185.428,500.0,2222.0
Hunt,Mary,65.0,159.9,62.9,H,oui,bac,Île-de-France,non,non,4220.0,célibataire,3.0,0.9,537.0,535.44,1466.803347285598,392.0
Wells,Erik,42.0,173.7,69.7,H,oui,bac,Occitanie,oui,non,2590.0,marié,2.0,0.18,533.0,4263.786,500.0,1263.0
Boyle,Pamela,74.0,158.7,71.0,F,non,aucun,Auvergne-Rhône-Alpes,non,non,1664.0,divorcé,2.0,0.22,482.0,4411.11,500.0,400.0
Brown,Thomas,33.0,176.6,80.6,F,non,bac,Corse,oui,oui,1291.0,marié,3.0,0.23,526.2,1027.66,500.0,479.0
Williams,Carrie,41.0,173.2,63.6,F,oui,bac+2,Hauts-de-France,oui,non,2165.0,divorcé,2.0,0.47,555.0,412.27,500.0,1360.0
Morris,Joshua,43.0,166.6,68.1,H,oui,bac,Normandie,non,oui,1774.0,célibataire,1.0,0.77,547.6,2486.0080000000003,14017.64700587006,1855.0
Salinas,Donald,30.0,176.8,49.6,H,oui,doctorat,Île-de-France,non,non,3833.0,divorcé,4.0,0.25,441.0,10000.0,6673.023362786867,1540.0
